Status,Shop code,Business name,Address line 1,Address line 2,Address line 3,Address line 4,Address line 5,Sub-locality,Locality,Administrative area,Country/Region,Postcode,Primary phone,Additional phones,Website,Primary category,Additional categories,Sunday hours,Monday hours,Tuesday hours,Wednesday hours,Thursday hours,Friday hours,Saturday hours,Special hours,From the business,Opening date,Labels,AdWords location extensions phone,Accessibility: Assisted listening devices (has_assisted_listening_devices),Accessibility: Assistive hearing loop (has_hearing_loop),Accessibility: Auracast broadcast audio (has_auracast_broadcast_audio),Accessibility: Wheelchair-accessible car park (has_wheelchair_accessible_parking),Accessibility: Wheelchair-accessible entrance (has_wheelchair_accessible_entrance),Accessibility: Wheelchair-accessible seating (has_wheelchair_accessible_seating),Accessibility: Wheelchair-accessible toilet (has_wheelchair_accessible_restroom),Amenities: Basketball court (has_basketball_court),Amenities: Business centre (has_business_center),Amenities: Car vacuum (has_car_vacuum),Amenities: Concierge (has_concierge),Amenities: Corner shop (has_onsite_convenience_store),Amenities: Elevator (has_elevator),Amenities: Fitness centre (has_fitness_center),Amenities: Gender-neutral toilets (has_restroom_unisex),Amenities: Golf simulator (has_golf_simulator),Amenities: Hot tub (has_hot_tub),Amenities: In-unit washer/dryer (has_in_unit_washer_dryer),Amenities: Maintenance (has_onsite_maintenance),Amenities: Outdoor space (has_private_outdoor_space),Amenities: Pets welcome (welcomes_pets),Amenities: Swimming pool (has_swimming_pool),Amenities: Toilet (has_restroom),Amenities: Wi-Fi (wi_fi),Crowd: LGBTQ+ friendly (welcomes_lgbtq),Crowd: Transgender safe space (is_transgender_safespace),From the business: Identifies as women-owned (is_owned_by_women),Offerings: Assembly service (has_service_assembly),Offerings: Car wash (has_car_wash),Offerings: Diesel fuel (sells_gas_diesel),Offerings: Ethanol-free petrol (sells_gas_ethanol_free),Offerings: Full service fuel (has_full_service_gas),Offerings: Furniture rental (has_furniture_rental),Offerings: Installation services (has_service_installation),Offerings: Oil change (has_oil_change),Offerings: Repair services (has_service_repair),Parking: Free multi-storey car park (has_parking_garage_free),Parking: Free of charge street parking (has_parking_street_free),Parking: Free parking lot (has_parking_lot_free),Parking: On-site parking (has_onsite_parking),Parking: Paid multi-storey car park (has_parking_garage_paid),Parking: Paid parking lot (has_parking_lot_paid),Parking: Paid street parking (has_parking_street_paid),Payments: Cash only (requires_cash_only),Payments: Cheques (pay_check),Payments: Credit cards (pay_credit_card),Payments: Credit cards (pay_credit_card_types_accepted): American Express (american_express),Payments: Credit cards (pay_credit_card_types_accepted): China Union Pay (china_union_pay),Payments: Credit cards (pay_credit_card_types_accepted): Diners Club (diners_club),Payments: Credit cards (pay_credit_card_types_accepted): Discover (discover),Payments: Credit cards (pay_credit_card_types_accepted): JCB (jcb),Payments: Credit cards (pay_credit_card_types_accepted): Mastercard (mastercard),Payments: Credit cards (pay_credit_card_types_accepted): VISA (visa),Payments: Debit cards (pay_debit_card),Payments: NFC mobile payments (pay_mobile_nfc),Pets: Dog park (has_dog_park),Pets: Dogs allowed (welcomes_dogs),Place page URLs: Appointment links (url_appointment),Place page URLs: Facebook (url_facebook),Place page URLs: Instagram (url_instagram),Place page URLs: LinkedIn (url_linkedin),Place page URLs: Pinterest (url_pinterest),Place page URLs: Texting number (url_text_messaging),Place page URLs: TikTok (url_tiktok),Place page URLs: Twitter (url_twitter),Place page URLs: WhatsApp (url_whatsapp),Place page URLs: YouTube (url_youtube),Place page attributes: Primary chat (preferred_messaging_service),Planning: Appointment required (requires_appointments),Recycling: Batteries (has_recycling_batteries),Recycling: Clothing (has_recycling_clothing),Recycling: Electronics (has_recycling_electronics),Recycling: Glass bottles (has_recycling_glass_bottles),Recycling: Ink cartridges (has_recycling_ink_cartridges),Recycling: Light bulbs (has_recycling_light_bulbs),Recycling: Metal cans (has_recycling_metal_cans),Service options: Delivery (has_delivery),Service options: In-store pick-up (has_in_store_pickup),Service options: In-store shopping (has_in_store_shopping),Service options: On-site services (has_onsite_services),Service options: Same-day delivery (has_delivery_same_day),Service options: White glove service (has_white_glove_service)
Published,11900563337142464418,Sun King Store Mau Narok,Narok-Nakuru Road opposite Mau Narok Secondary school,,,,,,Mau Narok Town,,KE,,0794 373236,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-14:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,17307912477695997867,Sun King Shop Homabay,FF95+M3M,,,,,,Homa Bay,,KE,,0796 113465,,https://sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,SKTZ066,Sun King Shop Nzega,"Nzega mjini, Barabara ya stendi ya zamani karibu na APK Kasulu Logde",,,,,,Nzega,,TZ,,,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,Tanzania,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,04407163966393422437,Sun King Shop Sanawari,JMQW+MC7,,,,,,Arusha,,TZ,,0800 78 1023,,https://www.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,01104038566659548230,Sun King Store Ikorodu,"74 Ayangburen Road,Beside GTBank,Ikorodu,Lagos",,,,,,Ikorodu,,NG,,0800 786 5494,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-12:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,14459908605651755398,Sun King Shop Namialo,"Pousada Santos, Bairro Chaune, Namialo, Nampula",,,,,,Nampula,,MZ,,84 401 5593,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-13:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,06926227185654039578,Sun King Store Ikole-Ekiti,QGR7+J4,,,,,,Ikole,Ekiti,NG,,,,https://www.sunking.com/,Corporate office,,,,,,,,,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,05140087544290774147,Sun King Store Sapele,13 Urhobo Road,,,,,,Sapele,Delta,NG,331107,,,https://sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,12289976389749786722,Sun King Shop Mukono,9Q24+QV7,,,,,,Mukono,,UG,,0800 203070,,http://www.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,05194593378066470673,Sun King Store Obudu,M596+3CQ,,,,,,Obudu,Cross River,NG,552106,,,http://ng.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Not published,07269772094386976681,Sun King Shop Molo,"Mutirithia, Next to Super Villa Building",,,,,,Molo,,KE,,0750 254410,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-13:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Not published,17171808563139435896,Sun King Shop Moretan,Quartier Odogou à 400 m du carrefour Agan,,,,,,Moretan,,TG,,99 10 00 85,93 77 87 44,https://www.sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-14:00,,Vente de kits solaires de qualité supérieure à prix abordables de marque Sun King,2024-08-28,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,SKTZ071,Sun King Shop Tunduma,Opposite na Mizani ya Mpemba,,,,,,Tunduma,,TZ,,,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,Tanzania,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,12787850070954838435,Sun King Shop Mbam,Carrefour Biaberebe,,,,,,Bafia,,CM,,,,https://sunking.com/,Solar Energy Company,,,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-12:00,,"Nous concevons, distribuons, installons et finançons des solutions d'énergie solaire pour ceux qui n'ont pas accès au réseau électrique traditionnel ou qui n'en ont pas les moyens. Les besoins énergétiques des consommateurs d'Afrique et d'Asie sont très variés. Des lampes économiques et durables aux puissants systèmes énergétiques domestiques et professionnels, en passant par les systèmes modernes de divertissement et de stockage de l'énergie, la vaste gamme de produits Sun King permet d'améliorer la qualité de vie.",,,,,No,[NOT APPLICABLE],,,No,No,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],No,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],No,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,Yes,,Yes,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,https://www.facebook.com/SunKingCameroon,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],Yes,[NOT APPLICABLE],[NOT APPLICABLE]
